Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PerformanceRating,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion
37,1,Non-Travel,658,R&D,2,3,Human Resources,3,Male,4,Healthcare Representative,2,Single,2855,6,Yes,3,1,5,3
58,0,Non-Travel,119,R&D,19,4,Other,3,Female,3,Healthcare Representative,2,Single,16063,1,Yes,4,1,12,0
44,0,Travel_Rarely,504,R&D,24,1,Life Sciences,4,Male,3,Research Scientist,4,Divorced,15915,3,No,3,2,13,0
29,1,Travel_Rarely,306,HR,10,2,Other,1,Male,3,Manager,1,Single,18981,9,Yes,3,2,18,0
24,0,Travel_Rarely,600,R&D,25,1,Medical,1,Female,3,Research Director,1,Married,18232,8,Yes,3,4,20,2
20,0,Travel_Rarely,425,R&D,29,1,Other,1,Male,1,Research Scientist,4,Married,6958,5,No,3,1,5,1
27,0,Travel_Rarely,696,R&D,3,1,Human Resources,3,Male,4,Research Scientist,2,Divorced,15705,3,No,3,2,2,2
51,0,Travel_Rarely,663,R&D,25,4,Other,4,Female,1,Manager,2,Single,11108,1,No,3,4,22,0
42,1,Non-Travel,1406,R&D,28,1,Marketing,3,Female,4,Manager,1,Divorced,19302,9,Yes,3,3,5,3
52,1,Travel_Rarely,1291,R&D,12,2,Life Sciences,1,Male,4,Healthcare Representative,3,Divorced,6761,8,Yes,3,3,0,0
33,0,Travel_Frequently,1368,R&D,26,4,Human Resources,2,Female,4,Manager,1,Divorced,1688,3,No,3,1,7,0
19,0,Travel_Rarely,580,R&D,16,2,Technical Degree,3,Male,1,Healthcare Representative,3,Single,7306,8,Yes,3,3,6,1
41,0,Travel_Rarely,265,R&D,12,5,Other,4,Male,2,Research Scientist,2,Married,6072,1,No,3,3,15,0
27,0,Travel_Rarely,425,Sales,8,1,Human Resources,1,Female,3,Sales Representative,2,Married,18739,6,Yes,3,3,7,0
55,0,Non-Travel,652,R&D,5,4,Technical Degree,2,Male,2,Research Director,4,Divorced,19071,4,No,3,4,3,0
39,1,Travel_Rarely,932,R&D,11,4,Technical Degree,3,Female,2,Research Scientist,2,Divorced,11909,7,Yes,3,3,23,1
43,0,Travel_Rarely,741,R&D,10,1,Medical,2,Female,2,Manager,3,Married,13713,7,No,3,3,11,4
56,0,Non-Travel,735,HR,3,3,Medical,2,Female,3,Human Resources,1,Married,13614,3,No,3,4,6,3
44,0,Travel_Rarely,860,R&D,27,3,Human Resources,4,Male,2,Laboratory Technician,4,Single,10321,3,No,4,2,2,1
46,0,Travel_Rarely,309,R&D,23,2,Human Resources,3,Female,3,Laboratory Technician,3,Divorced,7086,7,No,3,4,3,0
55,0,Travel_Rarely,416,HR,9,1,Marketing,4,Male,3,Human Resources,1,Single,13731,2,No,3,2,7,1
37,0,Travel_Rarely,405,Sales,12,1,Life Sciences,1,Female,3,Sales Executive,1,Married,14341,6,No,3,4,0,0
44,1,Travel_Rarely,1002,Sales,6,5,Life Sciences,2,Female,4,Manager,1,Married,7667,7,No,3,1,2,0
58,0,Travel_Rarely,340,R&D,19,3,Human Resources,4,Male,4,Research Scientist,2,Married,13976,7,No,3,3,8,0
37,0,Travel_Rarely,905,R&D,16,3,Medical,4,Male,2,Research Director,1,Married,18374,9,Yes,3,2,4,0
36,0,Travel_Rarely,1349,Sales,21,1,Other,1,Female,4,Sales Representative,2,Single,13333,3,Yes,3,4,3,2
37,1,Travel_Frequently,1213,Sales,23,2,Marketing,3,Male,3,Sales Executive,1,Married,6290,8,No,3,2,1,0
52,1,Non-Travel,1345,R&D,24,1,Life Sciences,4,Male,4,Healthcare Representative,1,Divorced,14044,9,Yes,3,2,4,3
19,1,Travel_Rarely,376,R&D,29,2,Human Resources,2,Female,3,Research Director,2,Married,18760,3,No,3,3,10,0
47,1,Non-Travel,1055,R&D,14,3,Medical,2,Female,1,Healthcare Representative,2,Divorced,14537,7,No,3,2,2,0
51,1,Travel_Rarely,1191,Sales,28,5,Medical,2,Male,4,Sales Executive,3,Married,16669,5,No,3,4,0,0
39,0,Travel_Rarely,356,R&D,4,4,Medical,2,Female,2,Healthcare Representative,1,Single,17340,4,No,3,1,7,1
20,0,Travel_Rarely,226,R&D,18,3,Other,4,Female,1,Laboratory Technician,2,Divorced,16955,3,No,3,1,25,0
23,0,Travel_Rarely,1271,R&D,10,2,Technical Degree,2,Female,1,Healthcare Representative,3,Single,3887,4,Yes,3,3,6,0
32,1,Non-Travel,716,R&D,18,1,Other,4,Male,4,Laboratory Technician,3,Married,16794,0,Yes,3,4,0,0
44,1,Travel_Rarely,486,R&D,12,3,Medical,3,Male,4,Healthcare Representative,2,Single,15560,6,No,3,4,2,0
27,0,Travel_Rarely,548,R&D,19,5,Human Resources,2,Male,2,Research Director,1,Married,2340,7,Yes,3,1,14,0
26,0,Travel_Frequently,488,R&D,8,2,Marketing,3,Female,1,Research Director,3,Single,12929,8,Yes,3,4,1,1
50,0,Travel_Rarely,484,R&D,1,1,Other,4,Male,3,Research Director,1,Single,1094,2,No,3,2,6,1
49,0,Travel_Rarely,1402,R&D,14,4,Human Resources,1,Female,4,Manager,1,Divorced,13840,8,No,3,3,3,1
23,1,Travel_Rarely,225,R&D,23,2,Medical,3,Female,1,Research Scientist,3,Married,16756,9,No,3,1,1,0
58,1,Travel_Rarely,1392,R&D,6,1,Marketing,2,Female,1,Research Director,2,Single,9126,4,Yes,3,3,11,0
53,0,Non-Travel,1236,R&D,14,4,Life Sciences,1,Female,3,Laboratory Technician,1,Married,18881,9,Yes,3,2,9,0
19,0,Travel_Rarely,1283,R&D,2,1,Life Sciences,3,Male,1,Research Director,4,Divorced,11923,5,Yes,4,1,7,1
46,1,Travel_Frequently,829,R&D,9,4,Human Resources,4,Female,4,Manager,2,Single,8053,0,No,3,4,1,1
21,0,Travel_Rarely,997,R&D,29,4,Marketing,4,Female,3,Laboratory Technician,3,Married,16172,8,No,3,4,0,0
18,0,Travel_Rarely,1243,R&D,12,4,Human Resources,4,Male,4,Manager,4,Single,11935,8,No,3,2,6,2
36,0,Travel_Rarely,429,HR,5,1,Marketing,3,Female,2,Manager,1,Single,13467,5,No,3,1,5,1
43,0,Travel_Rarely,795,R&D,2,4,Marketing,4,Male,1,Laboratory Technician,2,Single,12073,7,No,3,3,1,0
42,1,Travel_Rarely,1193,Sales,19,2,Human Resources,3,Male,4,Manager,4,Single,8691,3,No,3,1,0,0
27,0,Travel_Rarely,460,R&D,7,5,Marketing,2,Male,4,Research Scientist,2,Divorced,14770,4,No,4,4,0,0
32,0,Non-Travel,1104,Sales,7,5,Other,2,Female,2,Sales Executive,1,Divorced,16688,4,No,3,1,34,2
39,0,Travel_Rarely,898,Sales,10,4,Medical,3,Male,1,Sales Representative,2,Married,1201,6,No,3,1,10,0
38,0,Travel_Rarely,544,R&D,17,5,Marketing,3,Female,4,Research Scientist,4,Married,18882,6,No,3,4,17,0
39,0,Travel_Frequently,265,R&D,26,5,Other,1,Male,3,Manager,2,Single,14829,6,No,3,4,1,1
53,0,Travel_Rarely,1074,R&D,14,4,Marketing,4,Male,4,Manager,3,Single,4086,4,No,3,3,22,0
51,0,Non-Travel,462,R&D,27,4,Other,2,Male,4,Manager,3,Single,12305,3,No,3,1,1,1
47,0,Travel_Rarely,686,Sales,11,2,Human Resources,2,Male,4,Sales Executive,4,Divorced,3590,7,No,3,4,4,1
42,0,Travel_Rarely,1244,Sales,28,3,Life Sciences,1,Female,4,Manager,2,Single,8125,0,No,3,2,12,0
45,0,Non-Travel,954,HR,20,1,Technical Degree,3,Female,1,Manager,4,Married,8860,0,Yes,4,4,3,0
18,1,Travel_Rarely,1112,R&D,6,4,Marketing,3,Male,4,Research Scientist,2,Single,6408,5,Yes,3,3,3,1
21,1,Travel_Rarely,1320,Sales,8,4,Technical Degree,1,Male,2,Sales Executive,1,Divorced,2948,1,No,3,3,0,0
24,0,Travel_Rarely,1125,Sales,19,5,Marketing,4,Male,4,Sales Representative,3,Single,4963,2,No,3,2,0,0
26,1,Non-Travel,342,R&D,19,2,Human Resources,3,Female,3,Manager,1,Divorced,1693,3,Yes,4,3,6,2
53,0,Travel_Rarely,767,R&D,24,5,Human Resources,3,Male,3,Laboratory Technician,2,Divorced,6363,1,No,3,1,7,0
36,0,Non-Travel,666,Sales,24,4,Other,4,Male,4,Sales Representative,1,Divorced,13125,9,Yes,3,3,10,1
18,0,Travel_Rarely,1267,R&D,24,4,Marketing,4,Female,4,Manager,4,Divorced,12924,6,No,4,2,5,0
27,1,Non-Travel,933,Sales,17,5,Human Resources,1,Male,2,Manager,4,Married,6887,9,No,3,3,7,1
53,0,Travel_Frequently,1077,R&D,24,4,Human Resources,1,Male,2,Healthcare Representative,2,Divorced,11851,0,Yes,3,2,0,0
26,1,Travel_Rarely,132,Sales,24,3,Marketing,1,Male,1,Manager,3,Married,8734,2,Yes,3,3,1,1
59,0,Travel_Rarely,324,R&D,18,1,Other,3,Male,1,Manager,4,Married,10913,1,No,3,4,29,2
49,0,Travel_Rarely,367,R&D,12,1,Other,1,Female,3,Laboratory Technician,3,Single,17191,8,No,4,2,0,0
49,0,Non-Travel,1407,R&D,9,1,Other,3,Female,4,Laboratory Technician,2,Single,6293,7,No,3,3,7,1
23,1,Travel_Rarely,889,Sales,23,3,Other,2,Female,4,Sales Executive,3,Divorced,14845,2,No,3,1,1,0
55,1,Travel_Rarely,482,Sales,24,4,Life Sciences,4,Male,2,Sales Executive,2,Single,14820,4,No,4,2,8,1
34,1,Travel_Frequently,657,R&D,16,5,Marketing,4,Male,2,Manager,1,Divorced,3291,2,Yes,3,2,8,3
27,0,Non-Travel,163,R&D,18,2,Life Sciences,2,Female,1,Research Scientist,2,Single,15395,5,No,3,3,1,1
44,0,Travel_Rarely,814,Sales,16,4,Human Resources,1,Male,1,Sales Executive,1,Divorced,13391,4,Yes,3,4,2,0
52,0,Travel_Rarely,948,R&D,16,3,Life Sciences,3,Male,3,Manager,2,Single,3698,1,No,3,4,7,2
38,0,Travel_Rarely,622,Sales,4,3,Other,3,Female,2,Manager,4,Single,12566,9,No,3,3,3,0
42,0,Non-Travel,1196,R&D,23,1,Human Resources,3,Female,4,Manager,4,Married,10202,7,No,4,3,1,1
45,0,Travel_Rarely,703,R&D,22,4,Life Sciences,4,Male,2,Laboratory Technician,3,Single,15055,5,Yes,3,1,9,2
32,1,Travel_Rarely,241,R&D,7,1,Life Sciences,1,Female,2,Laboratory Technician,2,Single,2041,2,No,3,3,1,0
21,0,Travel_Rarely,1441,R&D,1,2,Marketing,3,Male,2,Healthcare Representative,2,Divorced,18941,0,Yes,3,2,13,0
46,1,Travel_Rarely,1465,Sales,24,1,Life Sciences,3,Female,1,Sales Executive,2,Married,18591,4,Yes,3,3,5,3
26,0,Travel_Rarely,691,R&D,29,2,Human Resources,3,Female,4,Research Director,3,Divorced,10872,1,No,3,1,0,0
44,1,Travel_Frequently,629,R&D,23,3,Other,2,Male,4,Manager,4,Single,4621,1,Yes,3,3,8,0
43,0,Travel_Rarely,642,Sales,29,1,Marketing,3,Male,1,Sales Representative,2,Divorced,4352,8,No,4,3,5,0
36,0,Travel_Rarely,476,R&D,20,1,Life Sciences,2,Female,1,Research Scientist,3,Married,19062,9,Yes,3,2,2,1
45,0,Travel_Rarely,392,R&D,1,5,Marketing,3,Male,4,Healthcare Representative,2,Divorced,11937,6,No,3,4,3,0
34,1,Non-Travel,144,Sales,8,3,Technical Degree,3,Male,3,Manager,1,Single,15602,5,No,3,3,2,0
58,0,Travel_Frequently,1178,R&D,26,5,Marketing,3,Male,2,Laboratory Technician,2,Divorced,9972,0,No,3,1,2,0
59,0,Travel_Rarely,1357,R&D,23,2,Other,2,Female,4,Healthcare Representative,1,Single,1945,9,No,3,3,1,0
37,0,Non-Travel,1337,Sales,8,2,Technical Degree,3,Male,1,Manager,3,Married,8973,1,No,3,3,3,1
57,1,Travel_Rarely,109,R&D,10,3,Technical Degree,1,Male,4,Research Director,3,Married,15118,6,No,3,2,2,2
56,0,Non-Travel,584,R&D,1,2,Marketing,3,Female,2,Laboratory Technician,4,Divorced,12290,2,No,4,4,8,2
40,0,Travel_Rarely,143,R&D,21,3,Human Resources,2,Female,4,Laboratory Technician,2,Married,17383,1,No,3,4,8,0
49,1,Travel_Rarely,434,Sales,25,2,Other,2,Female,1,Sales Representative,3,Divorced,19974,5,No,3,4,4,1
50,0,Travel_Frequently,1358,R&D,21,4,Human Resources,1,Female,3,Research Scientist,4,Single,11366,7,No,3,3,10,1
22,0,Travel_Frequently,1195,R&D,29,1,Other,4,Male,1,Research Director,2,Divorced,2797,7,No,3,2,12,0
51,1,Non-Travel,1141,Sales,14,4,Other,1,Male,3,Sales Representative,3,Single,12248,1,No,3,2,6,5
57,0,Travel_Rarely,170,Sales,14,3,Human Resources,1,Female,2,Sales Executive,1,Married,3257,5,No,3,3,6,1
28,0,Non-Travel,154,R&D,10,3,Medical,2,Female,1,Laboratory Technician,3,Single,3197,4,No,3,2,2,2
20,1,Travel_Rarely,786,R&D,28,4,Technical Degree,3,Male,4,Research Director,1,Single,9222,6,Yes,3,4,15,1
50,0,Travel_Rarely,1095,R&D,19,1,Marketing,3,Male,1,Healthcare Representative,4,Single,15152,3,Yes,3,2,0,0
28,0,Travel_Rarely,628,Sales,25,1,Human Resources,4,Female,1,Manager,4,Single,3912,1,No,3,3,3,0
33,1,Travel_Rarely,164,R&D,29,5,Human Resources,4,Male,2,Laboratory Technician,2,Single,12004,9,Yes,3,3,8,1
35,1,Travel_Rarely,362,R&D,16,2,Marketing,4,Male,3,Research Director,2,Divorced,9874,2,No,3,1,0,0
47,0,Travel_Rarely,1246,Sales,9,5,Technical Degree,4,Female,3,Sales Executive,2,Single,16416,8,No,3,1,1,1
27,0,Travel_Frequently,959,Sales,20,1,Marketing,1,Female,4,Manager,4,Single,7152,9,No,3,2,6,3
35,1,Travel_Frequently,1365,R&D,16,4,Other,1,Female,1,Healthcare Representative,1,Single,8172,7,Yes,3,2,5,3
55,1,Travel_Rarely,1232,Sales,20,2,Medical,3,Female,2,Sales Executive,2,Single,4185,8,Yes,3,3,9,2
36,0,Travel_Rarely,281,R&D,27,4,Other,1,Male,3,Research Director,2,Single,10161,4,No,3,1,11,3
53,0,Travel_Frequently,1141,Sales,8,5,Medical,3,Female,4,Sales Executive,4,Single,16765,4,No,3,1,0,0
30,0,Non-Travel,456,R&D,7,3,Marketing,3,Male,3,Research Director,1,Married,18467,6,No,3,4,0,0
20,0,Travel_Rarely,1035,R&D,11,4,Other,3,Male,4,Research Scientist,3,Divorced,5862,6,No,3,4,8,2
27,1,Non-Travel,1434,Sales,21,5,Technical Degree,3,Male,3,Sales Executive,2,Single,4070,0,No,3,3,2,2
55,0,Travel_Rarely,828,R&D,6,5,Other,2,Female,4,Laboratory Technician,3,Divorced,12940,4,No,3,3,6,2
18,0,Non-Travel,690,R&D,15,5,Human Resources,3,Male,3,Research Director,3,Married,9563,7,No,3,3,1,0
44,1,Travel_Rarely,706,Sales,19,3,Medical,1,Female,3,Manager,2,Married,15931,6,Yes,3,3,4,0
25,0,Travel_Rarely,282,Sales,14,3,Medical,1,Female,1,Sales Representative,4,Single,17585,1,No,3,1,4,4
59,0,Travel_Rarely,275,R&D,15,3,Technical Degree,1,Female,4,Research Scientist,2,Divorced,17472,7,No,3,3,6,1
34,1,Travel_Frequently,455,Sales,6,2,Medical,1,Male,4,Manager,1,Single,15772,1,No,3,3,5,0
26,1,Travel_Rarely,455,R&D,29,3,Medical,2,Female,1,Research Scientist,1,Married,15455,9,Yes,3,1,4,3
23,0,Travel_Rarely,1344,R&D,24,3,Technical Degree,4,Female,1,Research Scientist,2,Married,7299,0,No,4,4,2,2
42,0,Travel_Rarely,1440,R&D,10,3,Other,4,Male,3,Research Director,3,Divorced,11188,2,No,3,3,0,0
56,0,Non-Travel,535,R&D,14,4,Marketing,3,Female,3,Research Director,1,Single,13686,2,No,3,4,0,0
45,0,Travel_Rarely,1006,Sales,16,3,Other,3,Male,3,Sales Representative,1,Divorced,15011,5,Yes,3,1,3,3
50,1,Travel_Frequently,383,R&D,13,2,Human Resources,1,Male,1,Manager,2,Divorced,18938,2,No,3,4,3,3
54,0,Travel_Rarely,360,R&D,11,5,Human Resources,1,Female,3,Laboratory Technician,2,Married,13874,6,No,3,1,5,4
26,1,Non-Travel,969,R&D,25,4,Medical,4,Female,1,Healthcare Representative,4,Divorced,14441,7,No,3,3,2,1
35,1,Travel_Rarely,660,Sales,3,1,Human Resources,4,Female,3,Sales Executive,2,Married,1054,2,No,4,4,8,0
38,1,Travel_Rarely,106,R&D,8,3,Marketing,1,Female,1,Research Scientist,2,Single,5031,8,No,3,3,13,0
19,0,Travel_Rarely,697,R&D,28,5,Medical,3,Male,4,Research Scientist,1,Divorced,10315,0,No,3,2,2,0
55,1,Travel_Frequently,495,R&D,3,5,Human Resources,2,Female,2,Laboratory Technician,1,Divorced,2552,2,No,4,2,1,1
57,1,Travel_Rarely,437,R&D,2,4,Life Sciences,2,Female,3,Laboratory Technician,1,Single,8795,2,No,4,4,0,0
53,1,Travel_Rarely,164,R&D,21,1,Life Sciences,4,Male,3,Research Scientist,3,Divorced,6271,6,Yes,3,1,6,0
54,0,Travel_Frequently,145,Sales,14,2,Life Sciences,4,Female,1,Sales Representative,1,Single,15665,4,No,3,4,4,1
32,0,Travel_Rarely,254,Sales,20,5,Life Sciences,4,Female,4,Sales Executive,1,Married,1115,3,Yes,3,1,1,0
45,0,Travel_Rarely,955,R&D,29,5,Other,2,Female,4,Research Director,2,Married,4613,1,No,3,2,7,3
35,0,Non-Travel,1281,Sales,21,5,Life Sciences,2,Female,3,Sales Representative,4,Divorced,7372,6,Yes,3,1,1,0
51,0,Non-Travel,376,Sales,22,5,Medical,1,Female,1,Sales Representative,1,Married,17130,2,Yes,3,2,5,1
39,0,Travel_Rarely,1483,Sales,15,4,Technical Degree,3,Male,1,Sales Executive,4,Married,4837,6,No,4,4,5,1
28,0,Travel_Rarely,527,R&D,3,1,Other,4,Female,2,Laboratory Technician,1,Single,4533,9,Yes,3,3,9,0
30,0,Travel_Rarely,584,R&D,1,5,Technical Degree,1,Male,4,Laboratory Technician,1,Married,10610,6,No,3,3,0,0
21,1,Non-Travel,315,R&D,15,2,Medical,2,Male,2,Laboratory Technician,4,Married,12108,1,Yes,3,3,15,1
39,0,Non-Travel,180,R&D,20,2,Medical,1,Male,4,Healthcare Representative,2,Married,6831,6,No,3,1,8,0
24,1,Travel_Rarely,240,Sales,22,3,Marketing,2,Male,3,Sales Executive,1,Single,2294,5,No,3,3,1,0
41,0,Non-Travel,1051,Sales,2,5,Other,3,Female,3,Manager,4,Divorced,16663,9,No,3,1,1,0
21,1,Travel_Rarely,199,Sales,18,5,Technical Degree,2,Female,1,Sales Representative,1,Single,8550,3,No,3,3,3,0
45,0,Non-Travel,765,R&D,1,5,Life Sciences,1,Male,1,Manager,3,Divorced,19459,4,Yes,3,1,11,0
32,0,Non-Travel,299,R&D,9,5,Medical,3,Female,1,Manager,3,Divorced,14830,7,No,3,1,12,1
18,1,Travel_Rarely,886,HR,3,5,Life Sciences,2,Female,4,Human Resources,3,Married,14031,4,Yes,3,2,5,4
20,0,Travel_Rarely,257,Sales,2,2,Technical Degree,4,Male,1,Sales Representative,3,Married,12869,2,No,3,2,13,2
31,0,Travel_Rarely,1175,R&D,4,1,Other,2,Female,3,Healthcare Representative,2,Single,6817,1,No,3,4,0,0
55,1,Travel_Rarely,580,Sales,16,1,Human Resources,3,Male,2,Manager,3,Single,19162,5,No,3,2,0,0
18,1,Travel_Rarely,329,Sales,22,3,Human Resources,1,Male,3,Manager,4,Single,13867,5,Yes,3,1,16,1
55,0,Travel_Rarely,623,R&D,1,2,Medical,3,Female,3,Research Scientist,1,Married,13086,6,No,3,2,10,0
55,0,Travel_Rarely,250,R&D,9,5,Marketing,1,Female,3,Research Director,4,Divorced,11690,7,Yes,3,2,4,0
38,0,Travel_Frequently,1183,R&D,25,1,Life Sciences,2,Female,2,Manager,3,Single,17757,3,No,3,2,9,3
46,0,Non-Travel,263,R&D,8,4,Medical,2,Male,3,Laboratory Technician,2,Divorced,15770,7,No,3,1,21,0
22,0,Travel_Frequently,964,R&D,6,4,Marketing,3,Male,4,Manager,3,Married,15329,0,No,4,1,10,3
27,1,Non-Travel,1232,Sales,20,4,Life Sciences,4,Female,4,Sales Representative,3,Married,11457,5,Yes,3,4,12,0
45,1,Travel_Rarely,496,R&D,18,5,Technical Degree,2,Male,2,Manager,2,Married,11034,5,Yes,3,2,10,7
38,0,Travel_Rarely,902,R&D,16,5,Human Resources,4,Female,4,Research Director,2,Married,18957,2,No,3,2,1,1
24,1,Travel_Frequently,287,R&D,8,3,Marketing,4,Female,1,Manager,2,Divorced,18171,8,Yes,3,1,12,2
20,1,Travel_Rarely,659,R&D,23,3,Life Sciences,3,Female,4,Manager,2,Divorced,2545,4,Yes,3,4,1,0
37,0,Travel_Rarely,547,Sales,28,3,Medical,2,Female,3,Sales Representative,2,Single,14359,0,No,3,4,15,3
36,0,Travel_Frequently,931,R&D,4,4,Life Sciences,4,Male,4,Healthcare Representative,2,Divorced,14146,6,Yes,3,1,4,3
52,0,Travel_Rarely,188,R&D,3,5,Medical,2,Female,1,Research Director,1,Divorced,14498,9,Yes,3,2,7,2
21,0,Travel_Rarely,1374,Sales,15,4,Human Resources,1,Male,1,Sales Executive,3,Divorced,14171,2,No,4,4,4,1
22,0,Travel_Rarely,1382,R&D,6,3,Human Resources,4,Male,1,Laboratory Technician,3,Single,15202,9,No,3,4,0,0
18,1,Travel_Rarely,1402,R&D,1,5,Life Sciences,3,Male,3,Manager,2,Divorced,5374,9,Yes,3,2,2,0
21,0,Non-Travel,539,R&D,18,2,Life Sciences,3,Male,1,Laboratory Technician,4,Divorced,10849,3,Yes,3,4,28,1
29,0,Non-Travel,617,R&D,23,1,Medical,4,Male,3,Research Scientist,2,Divorced,17990,5,No,3,2,22,3
44,1,Travel_Rarely,1048,R&D,11,1,Medical,2,Male,1,Laboratory Technician,1,Married,14336,7,Yes,3,4,2,0
59,0,Travel_Rarely,1327,R&D,3,3,Marketing,1,Female,3,Research Scientist,4,Divorced,3576,3,No,3,4,39,0
40,0,Travel_Frequently,857,R&D,13,4,Marketing,1,Male,3,Healthcare Representative,1,Single,6051,8,Yes,3,1,13,1
42,1,Travel_Frequently,898,Sales,17,2,Marketing,3,Female,3,Sales Executive,4,Single,17706,7,No,3,4,6,2
38,0,Travel_Rarely,1305,R&D,18,5,Life Sciences,3,Male,4,Laboratory Technician,4,Single,11068,9,No,3,2,0,0
41,1,Travel_Rarely,787,R&D,26,4,Other,2,Female,1,Manager,2,Single,17967,9,No,3,4,16,0
42,0,Travel_Rarely,426,R&D,26,3,Other,3,Female,3,Healthcare Representative,1,Married,12001,5,No,3,1,5,0
49,0,Non-Travel,724,R&D,14,4,Other,2,Male,1,Manager,4,Single,9847,6,No,3,4,14,3
49,1,Travel_Rarely,788,Sales,25,3,Other,4,Female,4,Manager,1,Married,5881,7,No,3,3,12,0
22,1,Travel_Rarely,501,R&D,7,1,Marketing,1,Female,2,Research Scientist,2,Married,9414,1,Yes,3,2,12,2
53,0,Travel_Rarely,969,HR,7,1,Life Sciences,4,Male,1,Human Resources,2,Married,19506,4,No,3,3,8,0
59,0,Travel_Rarely,318,R&D,14,4,Other,3,Male,1,Laboratory Technician,2,Single,8699,6,Yes,4,1,2,2
59,0,Travel_Rarely,910,R&D,26,2,Human Resources,1,Male,4,Healthcare Representative,2,Single,17045,7,Yes,3,3,2,2
56,0,Travel_Rarely,1062,R&D,24,5,Technical Degree,1,Male,3,Healthcare Representative,3,Married,19604,4,No,3,4,2,0
33,0,Travel_Rarely,1102,HR,15,3,Human Resources,4,Male,1,Human Resources,4,Married,6123,2,No,4,2,0,0
50,1,Travel_Rarely,1033,R&D,12,5,Life Sciences,2,Male,2,Healthcare Representative,3,Single,17211,5,No,3,3,6,3
38,0,Non-Travel,341,R&D,12,1,Life Sciences,1,Male,4,Healthcare Representative,2,Divorced,4550,4,No,3,4,8,0
26,0,Travel_Rarely,1311,R&D,8,2,Technical Degree,2,Male,3,Manager,4,Divorced,11634,7,No,3,3,13,0
23,0,Travel_Rarely,149,Sales,16,2,Medical,4,Female,1,Sales Representative,4,Divorced,13177,8,Yes,3,4,1,1
52,1,Travel_Rarely,1333,R&D,9,5,Medical,4,Male,1,Manager,1,Single,1166,8,No,3,4,5,5
56,1,Travel_Rarely,1282,Sales,2,1,Medical,2,Female,4,Sales Executive,2,Single,9309,5,Yes,3,3,0,0
39,0,Non-Travel,1350,R&D,14,5,Marketing,4,Male,3,Manager,3,Married,11001,3,No,4,1,0,0
58,1,Non-Travel,1269,R&D,24,4,Medical,1,Male,3,Research Director,1,Single,3206,3,No,3,2,0,0
22,0,Travel_Rarely,1236,R&D,24,2,Marketing,4,Male,4,Research Director,4,Single,2250,8,No,3,1,9,0
59,0,Travel_Frequently,976,R&D,29,2,Marketing,4,Male,1,Research Scientist,3,Single,5558,3,No,3,3,0,0
40,1,Travel_Rarely,233,R&D,16,4,Medical,1,Female,1,Laboratory Technician,2,Married,10863,7,Yes,3,4,8,2
34,0,Travel_Rarely,726,R&D,5,1,Medical,2,Female,3,Laboratory Technician,3,Married,3151,8,No,3,3,2,2
29,0,Travel_Rarely,702,Sales,5,2,Technical Degree,4,Male,3,Sales Representative,3,Divorced,6077,4,No,3,4,14,0
40,1,Travel_Rarely,774,R&D,20,3,Other,2,Female,2,Manager,3,Divorced,16552,5,No,3,4,11,1
33,0,Travel_Rarely,435,R&D,21,3,Technical Degree,1,Male,2,Laboratory Technician,1,Single,3297,2,No,3,1,22,0
20,0,Travel_Rarely,1200,R&D,18,1,Marketing,2,Female,2,Healthcare Representative,4,Single,10228,4,No,3,1,15,0
47,0,Travel_Rarely,137,R&D,18,4,Technical Degree,2,Male,3,Research Director,3,Married,3614,4,No,3,3,18,3
39,1,Travel_Rarely,879,R&D,5,5,Marketing,3,Female,3,Healthcare Representative,4,Divorced,2879,1,Yes,4,2,13,0
26,0,Non-Travel,324,R&D,11,1,Life Sciences,3,Female,3,Healthcare Representative,1,Divorced,1620,9,No,3,1,8,2
46,0,Travel_Frequently,631,R&D,13,5,Marketing,4,Female,1,Laboratory Technician,2,Divorced,9262,5,No,3,4,1,1
54,1,Travel_Frequently,342,Sales,3,1,Marketing,3,Male,4,Manager,2,Single,19187,8,No,3,3,2,2
40,1,Travel_Rarely,235,Sales,17,3,Technical Degree,3,Female,3,Sales Representative,3,Single,2925,6,No,3,3,1,1
30,0,Non-Travel,492,R&D,25,4,Other,3,Male,1,Research Scientist,1,Single,18421,7,No,3,2,6,3
49,0,Travel_Rarely,203,R&D,18,3,Life Sciences,2,Female,3,Manager,2,Married,11553,1,No,3,3,4,1
40,0,Non-Travel,782,R&D,14,4,Human Resources,2,Male,4,Research Scientist,1,Divorced,10630,8,No,3,1,14,0
34,1,Non-Travel,599,R&D,12,5,Human Resources,3,Male,3,Research Director,1,Married,13003,2,Yes,3,4,21,1
57,1,Travel_Rarely,612,R&D,14,1,Other,1,Male,1,Manager,3,Divorced,9676,9,No,3,3,3,1
38,0,Travel_Frequently,804,R&D,26,2,Human Resources,3,Female,3,Healthcare Representative,3,Single,5898,4,Yes,3,3,4,2
19,1,Travel_Frequently,1095,Sales,18,2,Life Sciences,1,Female,3,Sales Executive,1,Married,15601,6,Yes,3,4,24,1
54,1,Travel_Rarely,1050,Sales,20,4,Medical,2,Male,3,Sales Representative,1,Married,14136,3,No,3,3,2,1
